scaffold	LG	postion
scaffold1692_size47215	Dcart_15_ml	124.128
scaffold18_size390437_192533_286218	Dcart_15_ml	182.622
scaffold18_size390437_287327_390437	Dcart_15_ml	274.531
scaffold1956_size41992_29341_41992	Dcart_15_ml	462.039
scaffold1984_size41512	Dcart_15_ml	506.054
scaffold200_size178821	Dcart_15_ml	167.582
scaffold2008_size41095_1_35671	Dcart_15_ml	385.1745
scaffold2024_size40874	Dcart_15_ml	472.188
scaffold205_size175810	Dcart_15_ml	176.056
scaffold208_size175520	Dcart_15_ml	256.9935
scaffold219_size169634	Dcart_15_ml	263.116
scaffold2341_size35838	Dcart_15_ml	382.417
scaffold2382_size35123	Dcart_15_ml	405.9186667
scaffold2503_size33291	Dcart_15_ml	416.465
scaffold2649_size31789	Dcart_15_ml	444.302
scaffold2690_size31253	Dcart_15_ml	244.438
scaffold2719_size30916	Dcart_15_ml	396.576
scaffold2735_size30739	Dcart_15_ml	374.498
scaffold2783_size30218_10371_30218	Dcart_15_ml	404.2655
scaffold2889_size29038_15082_29038	Dcart_15_ml	441.28
scaffold3125_size26936	Dcart_15_ml	439.627
scaffold324_size141061	Dcart_15_ml	133.306
scaffold3270_size25724	Dcart_15_ml	229.793
scaffold3369_size24873_17958_24873	Dcart_15_ml	345.365
scaffold3396_size24712	Dcart_15_ml	560.493
scaffold3406_size24607_4665_24607	Dcart_15_ml	218.792
scaffold355_size133886_1_30329	Dcart_15_ml	208.9706667
scaffold36_size337176	Dcart_15_ml	108.0547143
scaffold3606_size22954	Dcart_15_ml	283.791
scaffold3771_size21755	Dcart_15_ml	155.656
scaffold3896_size20836_1_10658	Dcart_15_ml	161.278
scaffold397_size126022_34338_126022	Dcart_15_ml	106.9722
scaffold4088_size19544	Dcart_15_ml	325.8085
scaffold4163_size19162	Dcart_15_ml	439.624
scaffold4238_size18693	Dcart_15_ml	280.932
scaffold4803_size15573	Dcart_15_ml	442.793
scaffold5_size549304	Dcart_15_ml	116.7473333
scaffold512_size107567	Dcart_15_ml	164.898
scaffold523_size106377	Dcart_15_ml	452.761
scaffold539_size105143	Dcart_15_ml	407.391
scaffold6169_size10462	Dcart_15_ml	385.166
scaffold632_size96651	Dcart_15_ml	470.087
scaffold6547_size9298	Dcart_15_ml	244.766
scaffold6678_size8922	Dcart_15_ml	427.152
scaffold711_size89783_44296_89783	Dcart_15_ml	423.7015
scaffold757_size86168	Dcart_15_ml	194.334
scaffold77_size278649	Dcart_15_ml	139.469
scaffold800_size82835	Dcart_15_ml	165.828
scaffold8433_size5264	Dcart_15_ml	134.0255
scaffold85_size258314	Dcart_15_ml	474.625
scaffold86_size255511	Dcart_15_ml	195.665
scaffold8871_size4742	Dcart_15_ml	436.561
scaffold893_size76246	Dcart_15_ml	243.9765
scaffold948_size73317	Dcart_15_ml	302.495
scaffold959_size72705	Dcart_15_ml	203.02
scaffold991_size71402_1_68193	Dcart_15_ml	182.622
scaffold10693_size2302	Dcart_2_ml	609.267
scaffold1086_size67231	Dcart_2_ml	328.46
scaffold1107_size87531_56537_81049	Dcart_2_ml	272.717
scaffold1136_size64733_27336_64733	Dcart_2_ml	307.295
scaffold1213_size60567	Dcart_2_ml	459.381
scaffold138_size211016	Dcart_2_ml	516.599125
scaffold14612_size1392	Dcart_2_ml	204.612
scaffold1464_size52265	Dcart_2_ml	415.834
scaffold1491_size51575	Dcart_2_ml	376.158
scaffold1512_size51015	Dcart_2_ml	315.4795
scaffold1544_size50225	Dcart_2_ml	567.83
scaffold1550_size50007	Dcart_2_ml	386.991
scaffold160_size199897_15477_199897	Dcart_2_ml	460.513
scaffold1627_size48360	Dcart_2_ml	461.054
scaffold17_size396954_1_359338	Dcart_2_ml	525.662
scaffold176_size193346	Dcart_2_ml	439.87925
scaffold1764_size45491	Dcart_2_ml	418.5995
scaffold181_size190622	Dcart_2_ml	445.626
scaffold1820_size44505	Dcart_2_ml	164.633
scaffold1882_size43222	Dcart_2_ml	572.902
scaffold1957_size41982	Dcart_2_ml	426.6175
scaffold1967_size41775	Dcart_2_ml	173.95
scaffold1983_size41514	Dcart_2_ml	195.002
scaffold2001_size41262	Dcart_2_ml	344.521
scaffold207_size175548	Dcart_2_ml	437.8845
scaffold217_size171980	Dcart_2_ml	485.063
scaffold2320_size36094	Dcart_2_ml	259.252
scaffold2393_size50430_1_32320	Dcart_2_ml	570.683
scaffold2465_size33983	Dcart_2_ml	380.243
scaffold262_size155852	Dcart_2_ml	488.53875
scaffold2627_size31978	Dcart_2_ml	583.461
scaffold2630_size31946	Dcart_2_ml	566.731
scaffold264_size155530	Dcart_2_ml	510.543
scaffold268_size153276_1_150398	Dcart_2_ml	472.2325
scaffold2692_size31224	Dcart_2_ml	223.797
scaffold2881_size29111	Dcart_2_ml	201.7595
scaffold2933_size28575_27187_28575	Dcart_2_ml	237.363
scaffold3097_size27111_1_21213	Dcart_2_ml	240.683
scaffold31_size343210_1_312668	Dcart_2_ml	413.359
scaffold320_size141757_1_69688	Dcart_2_ml	212.782
scaffold331_size139855	Dcart_2_ml	483.818
scaffold3363_size24925_1_12492	Dcart_2_ml	490.664
scaffold3513_size45755_1_23689	Dcart_2_ml	576.231
scaffold386_size127373_4559_127373	Dcart_2_ml	577.283
scaffold393_size126110	Dcart_2_ml	479.73325
scaffold4213_size18822	Dcart_2_ml	196.531
scaffold4306_size18253	Dcart_2_ml	212.9295
scaffold4406_size17650	Dcart_2_ml	323.305
scaffold4425_size17564	Dcart_2_ml	307.883
scaffold4494_size17172_1_12371	Dcart_2_ml	189.221
scaffold4539_size16886	Dcart_2_ml	235.07
scaffold464_size114738_1_88587	Dcart_2_ml	559.985
scaffold471_size113699	Dcart_2_ml	553.629
scaffold492_size110502	Dcart_2_ml	332.727
scaffold495_size110026	Dcart_2_ml	542.436
scaffold5109_size14198_5305_14198	Dcart_2_ml	575.151
scaffold52_size308165	Dcart_2_ml	441.7423333
scaffold5228_size13740	Dcart_2_ml	557.141
scaffold53_size307752	Dcart_2_ml	469.1172
scaffold535_size105563_21290_105563	Dcart_2_ml	450.218
scaffold5378_size13177	Dcart_2_ml	232.215
scaffold5441_size12930	Dcart_2_ml	289.684
scaffold546_size104551_1_101444	Dcart_2_ml	410.682
scaffold5673_size12056	Dcart_2_ml	575.151
scaffold611_size98416	Dcart_2_ml	582.917
scaffold615_size98219_10616_98219	Dcart_2_ml	425.513
scaffold618_size97957_19876_97957	Dcart_2_ml	299.861
scaffold6382_size9763	Dcart_2_ml	582.917
scaffold674_size93402	Dcart_2_ml	275.018
scaffold7565_size6870	Dcart_2_ml	481.3266667
scaffold8_size504953_46831_504953	Dcart_2_ml	397.0211667
scaffold803_size82467	Dcart_2_ml	280.709
scaffold8751_size4888	Dcart_2_ml	147.5085
scaffold889_size76386_1_40235	Dcart_2_ml	582.374
scaffold917_size74970	Dcart_2_ml	543.535
scaffold1_size934953_1_891742	Dcart_3_ml	360.3996667
scaffold100_size241275	Dcart_3_ml	82.535
scaffold104_size239364	Dcart_3_ml	352.408
scaffold1043_size68935	Dcart_3_ml	327.4666667
scaffold1068_size67867_20633_67867	Dcart_3_ml	53.23
scaffold108_size235421	Dcart_3_ml	330.2255
scaffold1115_size66156_4551_66156	Dcart_3_ml	190.8205
scaffold1195_size61453	Dcart_3_ml	203.88
scaffold120_size229490_1_222700	Dcart_3_ml	257.112
scaffold1230_size59792_8332_59792	Dcart_3_ml	469.941
scaffold1253_size59171_1_52267	Dcart_3_ml	371.218
scaffold137_size211087_40591_211087	Dcart_3_ml	292.87
scaffold1598_size48983	Dcart_3_ml	104.736
scaffold165_size226793_195549_199616	Dcart_3_ml	209.271
scaffold1856_size43668	Dcart_3_ml	109.243
scaffold1890_size43127_6303_43127	Dcart_3_ml	239.274
scaffold1923_size42523	Dcart_3_ml	122.751
scaffold2171_size38402	Dcart_3_ml	292.187
scaffold2213_size37777	Dcart_3_ml	146.92
scaffold2226_size37455	Dcart_3_ml	292.982
scaffold224_size167614	Dcart_3_ml	355.7965
scaffold2258_size37033	Dcart_3_ml	290.781
scaffold233_size163870_1_84074	Dcart_3_ml	269.245
scaffold235_size163181	Dcart_3_ml	386.651
scaffold242_size159605	Dcart_3_ml	414.789
scaffold2463_size34006_6813_34006	Dcart_3_ml	461.179
scaffold2527_size33035	Dcart_3_ml	54.224
scaffold2560_size32619	Dcart_3_ml	89.952
scaffold2617_size32039	Dcart_3_ml	388.542
scaffold2742_size30689	Dcart_3_ml	131.694
scaffold278_size150853	Dcart_3_ml	42.225
scaffold3139_size26870	Dcart_3_ml	306.696
scaffold3162_size26715	Dcart_3_ml	307.492
scaffold3200_size26356	Dcart_3_ml	143.419
scaffold3227_size26160	Dcart_3_ml	181.1575
scaffold3373_size24848	Dcart_3_ml	233.766
scaffold3453_size24201	Dcart_3_ml	243.743
scaffold3454_size24198	Dcart_3_ml	93.227
scaffold3502_size23810	Dcart_3_ml	250.501
scaffold365_size132339_2458_132339	Dcart_3_ml	139.2023333
scaffold3703_size22276	Dcart_3_ml	140.697
scaffold3704_size22275	Dcart_3_ml	234.127
scaffold371_size130901	Dcart_3_ml	287.691
scaffold3883_size20917	Dcart_3_ml	141.752
scaffold4050_size19779	Dcart_3_ml	117.6232
scaffold4056_size19728	Dcart_3_ml	318.82
scaffold41_size323066_115455_323066	Dcart_3_ml	368.1486667
scaffold4116_size19419	Dcart_3_ml	94.461
scaffold4243_size24200_1_18667	Dcart_3_ml	241.485
scaffold4253_size18584	Dcart_3_ml	362.322
scaffold429_size121071_1_7643	Dcart_3_ml	317.152
scaffold4370_size17844	Dcart_3_ml	45.966
scaffold440_size119207	Dcart_3_ml	308.5795
scaffold4546_size16870	Dcart_3_ml	239.274
scaffold4572_size16786	Dcart_3_ml	51.688
scaffold48_size313499_100952_300974	Dcart_3_ml	400.077
scaffold490_size110524_1_93382	Dcart_3_ml	459.757
scaffold500_size109584	Dcart_3_ml	174.893
scaffold5077_size14295	Dcart_3_ml	462.266
scaffold5294_size13499	Dcart_3_ml	114.811
scaffold58_size303548_141552_303548	Dcart_3_ml	118.493
scaffold583_size101537_1_86456	Dcart_3_ml	264.06
scaffold583_size101537_87657_101537	Dcart_3_ml	80.114
scaffold592_size100172	Dcart_3_ml	264.2725
scaffold630_size96943	Dcart_3_ml	151.379
scaffold6503_size9425	Dcart_3_ml	153.024
scaffold6754_size8744	Dcart_3_ml	5.507
scaffold690_size91587	Dcart_3_ml	424.037
scaffold700_size90685	Dcart_3_ml	175.607
scaffold776_size84644	Dcart_3_ml	204.5663333
scaffold777_size84612_23690_58149	Dcart_3_ml	122.187
scaffold779_size84438	Dcart_3_ml	86.677
scaffold783_size84358_1_59306	Dcart_3_ml	57.154
scaffold828_size80586_26452_80586	Dcart_3_ml	237.607
scaffold897_size76136	Dcart_3_ml	319.919
scaffold967_size72450	Dcart_3_ml	445.368
scaffold9856_size3253	Dcart_3_ml	466.165
scaffold1033_size69458	Dcart_4_ml	548.153
scaffold106_size237950_1_45165	Dcart_4_ml	318.076
scaffold106_size237950_61992_237950	Dcart_4_ml	108.691
scaffold10755_size2263	Dcart_4_ml	210.6125
scaffold1088_size67143	Dcart_4_ml	304.764
scaffold116_size226518_15158_226518	Dcart_4_ml	231.4095
scaffold1174_size62583	Dcart_4_ml	299.2
scaffold123_size219410	Dcart_4_ml	268.5153333
scaffold1311_size57320	Dcart_4_ml	327.5876667
scaffold1326_size56376	Dcart_4_ml	400.996
scaffold1369_size54815_1_44350	Dcart_4_ml	164.919
scaffold14_size412701	Dcart_4_ml	552.2723333
scaffold141_size209738	Dcart_4_ml	241.243
scaffold142_size208836_37033_208836	Dcart_4_ml	434.4885
scaffold1435_size52943	Dcart_4_ml	409.5575
scaffold144_size208687	Dcart_4_ml	596.07625
scaffold15598_size1280	Dcart_4_ml	224.303
scaffold1612_size48545	Dcart_4_ml	570.692
scaffold1643_size48112	Dcart_4_ml	609.776
scaffold17190_size1099	Dcart_4_ml	302.849
scaffold1828_size44370	Dcart_4_ml	305.307
scaffold1870_size43378	Dcart_4_ml	260.1586667
scaffold1927_size42451_7843_42451	Dcart_4_ml	429.483
scaffold1952_size42040	Dcart_4_ml	304.492
scaffold1956_size41992_1_29093	Dcart_4_ml	308.365
scaffold201_size178078	Dcart_4_ml	570.6475
scaffold2131_size39091	Dcart_4_ml	398.842
scaffold237_size162604	Dcart_4_ml	548.153
scaffold2460_size34035	Dcart_4_ml	400.453
scaffold2520_size33113	Dcart_4_ml	225.978
scaffold2698_size31135	Dcart_4_ml	314.1935
scaffold2796_size30004	Dcart_4_ml	245.249
scaffold2817_size29820	Dcart_4_ml	368.959
scaffold2884_size29089	Dcart_4_ml	355.489
scaffold297_size146801_1_43444	Dcart_4_ml	242.342
scaffold32_size341058_5078_341058	Dcart_4_ml	253.5744
scaffold3237_size26086	Dcart_4_ml	389.926
scaffold3256_size25888_5155_25888	Dcart_4_ml	266.048
scaffold3323_size30307_7020_22585	Dcart_4_ml	423.284
scaffold3372_size24853	Dcart_4_ml	227.209
scaffold3574_size23197_11713_23197	Dcart_4_ml	162.696
scaffold3734_size22023	Dcart_4_ml	219.8015
scaffold377_size129421	Dcart_4_ml	250.508
scaffold3803_size21464	Dcart_4_ml	190.585
scaffold384_size127985_8558_69520	Dcart_4_ml	301.482
scaffold400_size125519	Dcart_4_ml	215.754
scaffold4016_size19983	Dcart_4_ml	418.407
scaffold4062_size19687	Dcart_4_ml	401.697
scaffold4372_size17839	Dcart_4_ml	148.76
scaffold4624_size16485	Dcart_4_ml	579.5253333
scaffold5129_size14121	Dcart_4_ml	397.911
scaffold514_size107265_1_51368	Dcart_4_ml	227.889
scaffold550_size104313	Dcart_4_ml	601.172
scaffold570_size102757_70972_90886	Dcart_4_ml	302.171
scaffold5947_size11271	Dcart_4_ml	302.849
scaffold5967_size11195	Dcart_4_ml	311.928
scaffold620_size97848	Dcart_4_ml	600.115
scaffold640_size95965_1_89663	Dcart_4_ml	266.048
scaffold648_size95520	Dcart_4_ml	162.696
scaffold689_size91716	Dcart_4_ml	242.5502
scaffold70_size291073_122214_291073	Dcart_4_ml	339.4925
scaffold715_size89605	Dcart_4_ml	350.595
scaffold7449_size7124	Dcart_4_ml	410.118
scaffold8286_size5474	Dcart_4_ml	401.697
scaffold83_size264503	Dcart_4_ml	563.6693333
scaffold89_size252395	Dcart_4_ml	552.3852
scaffold94_size246681	Dcart_4_ml	589.507
scaffold941_size73753_25537_73753	Dcart_4_ml	148.76
scaffold978_size71955	Dcart_4_ml	295.623
scaffold993_size71305	Dcart_4_ml	77.75
scaffold995_size71297_33731_71297	Dcart_4_ml	315.953
scaffold998_size71266_1_24260	Dcart_4_ml	225.9895
scaffold998_size71266_25592_71266	Dcart_4_ml	403.191
scaffold1066_size67922_1_25008	Dcart_5_ml	157.582
scaffold1084_size67364	Dcart_5_ml	349.221
scaffold109_size233817	Dcart_5_ml	388.1595
scaffold11004_size2125	Dcart_5_ml	360.642
scaffold117_size225854_11755_225854	Dcart_5_ml	471.593
scaffold1194_size61476_1_58656	Dcart_5_ml	264.503
scaffold1207_size60870	Dcart_5_ml	73.193
scaffold124_size219189_47637_219189	Dcart_5_ml	331.9605
scaffold1265_size58759	Dcart_5_ml	479.425
scaffold1276_size58520	Dcart_5_ml	437.258
scaffold1298_size57811_1_25694	Dcart_5_ml	143.732
scaffold131_size212463	Dcart_5_ml	333.6566667
scaffold13156_size1575	Dcart_5_ml	119.139
scaffold1377_size84660_30183_84660	Dcart_5_ml	436.171
scaffold1383_size54340_1_44989	Dcart_5_ml	137.658
scaffold145_size207135	Dcart_5_ml	157.582
scaffold1533_size50315	Dcart_5_ml	459.797
scaffold1659_size47873	Dcart_5_ml	283.35
scaffold1720_size46633_14181_46633	Dcart_5_ml	101.585
scaffold1841_size43953_12151_43953	Dcart_5_ml	122.451
scaffold1866_size43436	Dcart_5_ml	130.442
scaffold191_size184855	Dcart_5_ml	484.934
scaffold196_size181119	Dcart_5_ml	481.97
scaffold2087_size39884	Dcart_5_ml	60.4775
scaffold215_size173229_45288_173229	Dcart_5_ml	502.56
scaffold2354_size35595	Dcart_5_ml	265.3705
scaffold239_size160624	Dcart_5_ml	312.156
scaffold255_size156919	Dcart_5_ml	262.802
scaffold2583_size32329	Dcart_5_ml	469.345
scaffold280_size150626	Dcart_5_ml	342.67
scaffold3034_size27722	Dcart_5_ml	437.801
scaffold3057_size27523	Dcart_5_ml	120.955
scaffold326_size140383_120163_140383	Dcart_5_ml	467.677
scaffold3334_size25154	Dcart_5_ml	398.25
scaffold3344_size25034	Dcart_5_ml	124.02
scaffold34_size339223	Dcart_5_ml	444.8616667
scaffold349_size134959_1_88725	Dcart_5_ml	504.809
scaffold349_size134959_90744_134959	Dcart_5_ml	345.784
scaffold3640_size22772_3776_22772	Dcart_5_ml	132.015
scaffold3924_size20698	Dcart_5_ml	157.582
scaffold480_size112490	Dcart_5_ml	480.512
scaffold481_size111775	Dcart_5_ml	287.282
scaffold4846_size15387_8150_9724	Dcart_5_ml	120.955
scaffold4878_size15213_1_8366	Dcart_5_ml	442.241
scaffold501_size109425	Dcart_5_ml	477.758
scaffold505_size109009	Dcart_5_ml	457.023
scaffold515_size107149_3449_107149	Dcart_5_ml	282.8615
scaffold526_size106260_1_83897	Dcart_5_ml	119.139
scaffold529_size106192_20664_52138	Dcart_5_ml	443.34
scaffold529_size106192_53670_106192	Dcart_5_ml	130.199
scaffold538_size105240	Dcart_5_ml	438.2835
scaffold563_size103063_1_72414	Dcart_5_ml	458.693
scaffold58_size303548_1_140226	Dcart_5_ml	424.06275
scaffold603_size99278_1_50802	Dcart_5_ml	338.6205
scaffold6266_size10121	Dcart_5_ml	271.539
scaffold651_size95303	Dcart_5_ml	483.847
scaffold722_size88507_11518_88507	Dcart_5_ml	157.582
scaffold728_size88374_1_56120	Dcart_5_ml	436.714
scaffold729_size88193_7826_71203	Dcart_5_ml	440.573
scaffold764_size85790_1_77051	Dcart_5_ml	134.204
scaffold830_size80456	Dcart_5_ml	355.2486667
scaffold870_size77500_1_70355	Dcart_5_ml	454.771
scaffold904_size75923	Dcart_5_ml	479.969
scaffold918_size74884	Dcart_5_ml	436.714
scaffold9916_size3145	Dcart_5_ml	365.594
scaffold10524_size2423	Dcart_6_ml	295.728
scaffold1070_size67779	Dcart_6_ml	95.096
scaffold1126_size65308	Dcart_6_ml	193.886
scaffold1157_size63474	Dcart_6_ml	260.917
scaffold12071_size1781	Dcart_6_ml	192.255
scaffold12131_size1766	Dcart_6_ml	58.054
scaffold1251_size59245_17791_59245	Dcart_6_ml	193.9363333
scaffold135_size211764_1_206815	Dcart_6_ml	111.9176667
scaffold1354_size55426	Dcart_6_ml	37.629
scaffold1370_size54801	Dcart_6_ml	93.916
scaffold14478_size1408	Dcart_6_ml	20.078
scaffold149_size204384	Dcart_6_ml	192.0586667
scaffold1523_size50601_1_41455	Dcart_6_ml	29.841
scaffold15706_size1267	Dcart_6_ml	265.22
scaffold16620_size1172	Dcart_6_ml	267.962
scaffold1879_size43236	Dcart_6_ml	44.4345
scaffold20_size381711	Dcart_6_ml	189.376
scaffold2152_size38895	Dcart_6_ml	145.38
scaffold2267_size36923	Dcart_6_ml	135.178
scaffold2311_size36189	Dcart_6_ml	98.63
scaffold2317_size36109	Dcart_6_ml	229.7235
scaffold236_size162884	Dcart_6_ml	171.6268
scaffold2428_size34505	Dcart_6_ml	124.935
scaffold2504_size33288	Dcart_6_ml	99.717
scaffold251_size157443	Dcart_6_ml	112.976
scaffold2539_size32868_1_29253	Dcart_6_ml	180.087
scaffold272_size152020_11054_152020	Dcart_6_ml	138.676
scaffold2930_size28596	Dcart_6_ml	259.542
scaffold3240_size26071	Dcart_6_ml	118.138
scaffold344_size137736_1_107384	Dcart_6_ml	79.734
scaffold3483_size23940_1_21229	Dcart_6_ml	56.517
scaffold3484_size23934	Dcart_6_ml	31.241
scaffold35_size337847_1_237678	Dcart_6_ml	195.553
scaffold3530_size23568_16105_23568	Dcart_6_ml	294.055
scaffold3638_size22781	Dcart_6_ml	84.855
scaffold370_size130903	Dcart_6_ml	240.767
scaffold4080_size19566	Dcart_6_ml	178.42
scaffold4128_size19341	Dcart_6_ml	233.84
scaffold415_size123173	Dcart_6_ml	24.409
scaffold418_size122796	Dcart_6_ml	81.74166667
scaffold472_size113652	Dcart_6_ml	84.152
scaffold4751_size15800_1_10651	Dcart_6_ml	271.25
scaffold4774_size15715	Dcart_6_ml	312.245
scaffold485_size129737_6811_110624	Dcart_6_ml	29.596
scaffold5139_size14088	Dcart_6_ml	28.441
scaffold516_size156849_49843_156849	Dcart_6_ml	236.688
scaffold537_size105325	Dcart_6_ml	101.2466667
scaffold5449_size12892	Dcart_6_ml	192.799
scaffold588_size100742	Dcart_6_ml	90.938
scaffold6481_size9471	Dcart_6_ml	49.314
scaffold653_size94996	Dcart_6_ml	80.575
scaffold656_size94556_1_70661	Dcart_6_ml	98.63
scaffold669_size93598_1_86507	Dcart_6_ml	272.083
scaffold676_size93224	Dcart_6_ml	150.244
scaffold688_size91842_11769_91842	Dcart_6_ml	31.797
scaffold69_size293879	Dcart_6_ml	146.4816667
scaffold7624_size6744	Dcart_6_ml	30.698
scaffold774_size84937	Dcart_6_ml	193.614
scaffold793_size83303_1_74562	Dcart_6_ml	185.6206667
scaffold795_size83190	Dcart_6_ml	272.889
scaffold840_size79804	Dcart_6_ml	248.8525
scaffold93_size247536_21361_247536	Dcart_6_ml	95.218
scaffold974_size72112	Dcart_6_ml	187.514
scaffold10032_size2955	Dcart_7_ml	94.651
scaffold1029_size69703	Dcart_7_ml	57.994
scaffold1114_size66361	Dcart_7_ml	279.951
scaffold1189_size61744	Dcart_7_ml	358.617
scaffold1206_size60999	Dcart_7_ml	310.783
scaffold1216_size60479_28157_60479	Dcart_7_ml	194.4805
scaffold12718_size1647	Dcart_7_ml	163.1806667
scaffold1313_size57250	Dcart_7_ml	62.993
scaffold1374_size56719_1_17109	Dcart_7_ml	148.067
scaffold1424_size53377	Dcart_7_ml	115.341
scaffold1583_size49362	Dcart_7_ml	264.581
scaffold16102_size1229	Dcart_7_ml	266.829
scaffold1697_size47069	Dcart_7_ml	279.201
scaffold1715_size46684	Dcart_7_ml	166.099
scaffold1746_size45849	Dcart_7_ml	104.509
scaffold1804_size44626_32923_44626	Dcart_7_ml	108.673
scaffold1808_size44607_1_6320	Dcart_7_ml	43.956
scaffold182_size190444	Dcart_7_ml	33.697
scaffold1857_size43663	Dcart_7_ml	77.703
scaffold210_size174268	Dcart_7_ml	354.847
scaffold2145_size38974	Dcart_7_ml	279.2015
scaffold22_size376226_1_263642	Dcart_7_ml	346.979
scaffold226_size166347_1_43913	Dcart_7_ml	81.5855
scaffold2330_size35971	Dcart_7_ml	108.122
scaffold254_size156925	Dcart_7_ml	221.631
scaffold27_size354567	Dcart_7_ml	128.0516667
scaffold3083_size27265_1_12217	Dcart_7_ml	116.486
scaffold313_size142924	Dcart_7_ml	53.063
scaffold316_size144241_1_123550	Dcart_7_ml	59.285
scaffold316_size144241_125252_144241	Dcart_7_ml	69.246
scaffold3298_size25469	Dcart_7_ml	75.34
scaffold336_size138729	Dcart_7_ml	322.6166667
scaffold3700_size22290	Dcart_7_ml	108.673
scaffold3708_size31991_9747_31991	Dcart_7_ml	113.371
scaffold40_size326581	Dcart_7_ml	352.806
scaffold4469_size17292	Dcart_7_ml	108.129
scaffold4641_size16413_5685_16413	Dcart_7_ml	272.412
scaffold4718_size15961_3886_5970	Dcart_7_ml	272.412
scaffold4760_size15765	Dcart_7_ml	274.661
scaffold4866_size15257	Dcart_7_ml	263.494
scaffold5199_size13818	Dcart_7_ml	183.177
scaffold54_size307631	Dcart_7_ml	353.6835
scaffold560_size103491	Dcart_7_ml	48.2705
scaffold57_size304381	Dcart_7_ml	361.18625
scaffold60_size301956_1_235790	Dcart_7_ml	174.9855
scaffold631_size96892	Dcart_7_ml	146.7454
scaffold79_size272812_183998_272812	Dcart_7_ml	52.316
scaffold7975_size5947	Dcart_7_ml	269.3295
scaffold811_size81434_17088_70562	Dcart_7_ml	291.385
scaffold82_size265555	Dcart_7_ml	345.536
scaffold992_size71391	Dcart_7_ml	173.715
scaffold994_size71301	Dcart_7_ml	110.886
scaffold1047_size68760	Dcart_8_ml	388.181
scaffold1051_size68582_1_24856	Dcart_8_ml	404.098
scaffold1064_size67979	Dcart_8_ml	103.78
scaffold1119_size65827	Dcart_8_ml	80.745
scaffold11576_size1906	Dcart_8_ml	164.1925
scaffold1177_size62384	Dcart_8_ml	294.09
scaffold118_size225748_2481_225748	Dcart_8_ml	361.788
scaffold1185_size61974	Dcart_8_ml	158.505
scaffold1192_size61542	Dcart_8_ml	22.113
scaffold1214_size60513	Dcart_8_ml	259.4333333
scaffold1257_size59013	Dcart_8_ml	379.857
scaffold1280_size58405	Dcart_8_ml	400.094
scaffold1303_size57630	Dcart_8_ml	325.491
scaffold13343_size1548	Dcart_8_ml	107.743
scaffold139_size210979	Dcart_8_ml	163.9205
scaffold1463_size52309_20143_52309	Dcart_8_ml	166.575
scaffold151_size203996_54852_203996	Dcart_8_ml	293.37675
scaffold1522_size50618	Dcart_8_ml	199.235
scaffold1551_size49974	Dcart_8_ml	449.903
scaffold157_size201122	Dcart_8_ml	12.937
scaffold1595_size49059	Dcart_8_ml	371.582
scaffold164_size198691	Dcart_8_ml	31.573
scaffold1655_size47930	Dcart_8_ml	385.995
scaffold168_size196661	Dcart_8_ml	41.973
scaffold1709_size46834	Dcart_8_ml	392.64
scaffold216_size172234_48119_172234	Dcart_8_ml	289.363
scaffold2222_size37535	Dcart_8_ml	345.2515
scaffold2224_size37502	Dcart_8_ml	149.246
scaffold238_size162539	Dcart_8_ml	371.582
scaffold246_size158087	Dcart_8_ml	469.005
scaffold247_size158071	Dcart_8_ml	371.038
scaffold2494_size33557	Dcart_8_ml	392.64
scaffold2668_size31622	Dcart_8_ml	113.967
scaffold2676_size31525	Dcart_8_ml	88.921
scaffold2697_size31139	Dcart_8_ml	142.32
scaffold271_size152240_1_86474	Dcart_8_ml	160.014
scaffold2753_size30529	Dcart_8_ml	382.263
scaffold276_size150909	Dcart_8_ml	50.16233333
scaffold2962_size28293	Dcart_8_ml	544.111
scaffold3051_size27568	Dcart_8_ml	361.212
scaffold3350_size24994	Dcart_8_ml	364.374
scaffold337_size137866	Dcart_8_ml	181
scaffold3445_size24288	Dcart_8_ml	111.321
scaffold3452_size24221	Dcart_8_ml	383.7825
scaffold351_size134673	Dcart_8_ml	373.037
scaffold3521_size23650	Dcart_8_ml	246.572
scaffold369_size189244_1_131062	Dcart_8_ml	95.057
scaffold3722_size22132	Dcart_8_ml	200.565
scaffold373_size130698_1_43162	Dcart_8_ml	377.511
scaffold414_size123246_1_115810	Dcart_8_ml	219.3241667
scaffold42_size321526_1_317998	Dcart_8_ml	121.0782857
scaffold422_size121946	Dcart_8_ml	116.4705
scaffold448_size118030_1_101895	Dcart_8_ml	397.593
scaffold449_size126977_1_117638	Dcart_8_ml	393.1475
scaffold46_size315336_1_285601	Dcart_8_ml	131.6396667
scaffold473_size113614	Dcart_8_ml	374.492
scaffold4789_size15619	Dcart_8_ml	485.493
scaffold4817_size15504	Dcart_8_ml	248.3855
scaffold484_size110760_1_92683	Dcart_8_ml	273.9135
scaffold486_size110618	Dcart_8_ml	227.327
scaffold4895_size15152	Dcart_8_ml	188.929
scaffold499_size109793_1_80954	Dcart_8_ml	269.6255
scaffold5027_size14500	Dcart_8_ml	421.843
scaffold504_size109117_1_96616	Dcart_8_ml	55.937
scaffold5514_size12625	Dcart_8_ml	193.731
scaffold59_size302635	Dcart_8_ml	66.988
scaffold5959_size11241	Dcart_8_ml	250.8185
scaffold65_size297005	Dcart_8_ml	188.8536667
