scaffold	LG	postion
scaffold5781_size20675	Dsyl_14_ml	434.555
scaffold587_size120928	Dsyl_14_ml	438.1215
scaffold588_size120899	Dsyl_14_ml	166.354
scaffold589_size120887	Dsyl_14_ml	103.801
scaffold623_size118343_1_108361	Dsyl_14_ml	156.801
scaffold656_size116225_52305_116225	Dsyl_14_ml	104.763
scaffold658_size116206_41872_116206	Dsyl_14_ml	165.049
scaffold6718_size16049	Dsyl_14_ml	399.255
scaffold729_size110201	Dsyl_14_ml	702.4426667
scaffold744_size109360	Dsyl_14_ml	419.1255
scaffold7666_size12254	Dsyl_14_ml	480.1175
scaffold787_size106769	Dsyl_14_ml	58.828
scaffold8071_size10850	Dsyl_14_ml	486.5625
scaffold817_size105194	Dsyl_14_ml	90.075
scaffold83_size246350	Dsyl_14_ml	61.7415
scaffold85_size245077	Dsyl_14_ml	453.2222
scaffold8661_size9173	Dsyl_14_ml	441.817
scaffold897_size99964_14872_99964	Dsyl_14_ml	430.4663333
scaffold91_size238995_1_222219	Dsyl_14_ml	481.503
scaffold93_size237894	Dsyl_14_ml	127.767
scaffold985_size94949	Dsyl_14_ml	572.1355
scaffold1045_size92683	Dsyl_15_ml	115.304
scaffold1075_size91280	Dsyl_15_ml	296.663
scaffold1077_size91028	Dsyl_15_ml	479.1915
scaffold1117_size89475	Dsyl_15_ml	314.246
scaffold1124_size89242	Dsyl_15_ml	589.495
scaffold1162_size87114	Dsyl_15_ml	385.782
scaffold1180_size86591	Dsyl_15_ml	321.238
scaffold1184_size86474	Dsyl_15_ml	373.057
scaffold1197_size85790	Dsyl_15_ml	233.541
scaffold1218_size84665	Dsyl_15_ml	342.682
scaffold1228_size84309	Dsyl_15_ml	412.7595
scaffold126_size216713	Dsyl_15_ml	464.0783333
scaffold1269_size82916	Dsyl_15_ml	372.769
scaffold1358_size79960	Dsyl_15_ml	219.932
scaffold138_size209812	Dsyl_15_ml	459.298
scaffold1381_size78876	Dsyl_15_ml	122.2905
scaffold1398_size78365	Dsyl_15_ml	350.043
scaffold1483_size76180	Dsyl_15_ml	392.61
scaffold1517_size75114	Dsyl_15_ml	159.821
scaffold15528_size1540	Dsyl_15_ml	201.659
scaffold1580_size143513	Dsyl_15_ml	270.858
scaffold15986_size1474	Dsyl_15_ml	441.3195
scaffold1621_size72305	Dsyl_15_ml	271.148
scaffold1641_size71881	Dsyl_15_ml	388.1795
scaffold1681_size70834	Dsyl_15_ml	142.112
scaffold1699_size70395	Dsyl_15_ml	411.201
scaffold1732_size69617	Dsyl_15_ml	353.326
scaffold1859_size66335	Dsyl_15_ml	477.2875
scaffold1945_size64538	Dsyl_15_ml	406.998
scaffold19891_size936	Dsyl_15_ml	368.817
scaffold200_size184529	Dsyl_15_ml	340.777
scaffold2033_size62537	Dsyl_15_ml	438.351
scaffold2104_size61066	Dsyl_15_ml	468.4075
scaffold2141_size60076	Dsyl_15_ml	610.3
scaffold216_size179776	Dsyl_15_ml	487.491
scaffold2269_size57303	Dsyl_15_ml	128.887
scaffold2291_size56679	Dsyl_15_ml	371.551
scaffold2431_size54135	Dsyl_15_ml	316.165
scaffold2435_size54069	Dsyl_15_ml	465.1453333
scaffold247_size167482_11107_167482	Dsyl_15_ml	322.918
scaffold2477_size53327	Dsyl_15_ml	591.446
scaffold2682_size49998_12553_49998	Dsyl_15_ml	388.261
scaffold2761_size48814	Dsyl_15_ml	298.6176667
scaffold2838_size47658	Dsyl_15_ml	424.0055
scaffold2948_size46067	Dsyl_15_ml	328.8655
scaffold2959_size45991	Dsyl_15_ml	0.481
scaffold3070_size44712	Dsyl_15_ml	335.5125
scaffold3090_size44435	Dsyl_15_ml	623.269
scaffold3094_size44381	Dsyl_15_ml	446.327
scaffold3100_size44356	Dsyl_15_ml	385.5065
scaffold3125_size43936	Dsyl_15_ml	565.58
scaffold315_size154866	Dsyl_15_ml	424.923
scaffold3272_size41945	Dsyl_15_ml	54.861
scaffold3416_size40148_7565_40148	Dsyl_15_ml	346.047
scaffold344_size150430	Dsyl_15_ml	151.5255
scaffold3488_size39190	Dsyl_15_ml	390.203
scaffold368_size146514	Dsyl_15_ml	63.611
scaffold370_size146255	Dsyl_15_ml	346.487
scaffold3726_size36117	Dsyl_15_ml	331.073
scaffold3803_size35457	Dsyl_15_ml	431.179
scaffold381_size143451	Dsyl_15_ml	326.88
scaffold404_size140762_1_125728	Dsyl_15_ml	319.6528
scaffold4051_size32931	Dsyl_15_ml	128.5605
scaffold4097_size32527	Dsyl_15_ml	398.346
scaffold4223_size31536	Dsyl_15_ml	323.112
scaffold424_size137844	Dsyl_15_ml	519.55
scaffold4258_size35156	Dsyl_15_ml	349.23
scaffold4426_size29812	Dsyl_15_ml	417.4295
scaffold4490_size29254	Dsyl_15_ml	111.124
scaffold4518_size29002	Dsyl_15_ml	382.497
scaffold4963_size25759	Dsyl_15_ml	547.874
scaffold498_size129865_1_81207	Dsyl_15_ml	120.7713333
scaffold545_size124634	Dsyl_15_ml	176.711
scaffold5691_size21091	Dsyl_15_ml	363.114
scaffold581_size121262_1_71218	Dsyl_15_ml	440.437
scaffold582_size121253	Dsyl_15_ml	464.967
scaffold5857_size20269	Dsyl_15_ml	372.462
scaffold6126_size18785	Dsyl_15_ml	432.4853333
scaffold631_size117773	Dsyl_15_ml	469.5032
scaffold6396_size17465	Dsyl_15_ml	373.373
scaffold690_size113328	Dsyl_15_ml	358.177
scaffold727_size110489	Dsyl_15_ml	526.777
scaffold7436_size13081	Dsyl_15_ml	473.293
scaffold76_size253384	Dsyl_15_ml	123.427
scaffold8045_size10936	Dsyl_15_ml	348.268
scaffold827_size104423	Dsyl_15_ml	505.6135
scaffold831_size104300	Dsyl_15_ml	182.9166667
scaffold835_size103938	Dsyl_15_ml	320.335
scaffold8424_size9810	Dsyl_15_ml	352.388
scaffold864_size101691_59596_101691	Dsyl_15_ml	469.8
scaffold9_size408430_1_368590	Dsyl_15_ml	203.0285
scaffold9143_size7963	Dsyl_15_ml	466.795
scaffold922_size98580	Dsyl_15_ml	152.628
scaffold94_size237709	Dsyl_15_ml	95.9115
scaffold1080_size90883	Dsyl_2_ml	262.789
scaffold1102_size89969	Dsyl_2_ml	65.185
scaffold11402_size4054	Dsyl_2_ml	346.162
scaffold1235_size84107	Dsyl_2_ml	163.444
scaffold129_size213236	Dsyl_2_ml	343.249
scaffold1303_size81717	Dsyl_2_ml	337.804
scaffold1368_size79376	Dsyl_2_ml	225.962
scaffold137_size209963	Dsyl_2_ml	114.3763333
scaffold1425_size77677	Dsyl_2_ml	248.447
scaffold148_size204002_40646_204002	Dsyl_2_ml	267.6955
scaffold152_size201971	Dsyl_2_ml	340.562
scaffold1534_size74540	Dsyl_2_ml	82.249
scaffold155_size201447	Dsyl_2_ml	270.1666667
scaffold159_size199484	Dsyl_2_ml	62.785
scaffold1612_size72467	Dsyl_2_ml	360.723
scaffold170_size194615	Dsyl_2_ml	315.619
scaffold1708_size70179	Dsyl_2_ml	265.995
scaffold18106_size1235	Dsyl_2_ml	129.507
scaffold1825_size70943	Dsyl_2_ml	115.363
scaffold1867_size66203	Dsyl_2_ml	280.648
scaffold187_size187848_1_138265	Dsyl_2_ml	122.0403333
scaffold1997_size63426	Dsyl_2_ml	301.91
scaffold203_size183582	Dsyl_2_ml	230.253
scaffold2116_size60727	Dsyl_2_ml	308.404
scaffold2132_size60281	Dsyl_2_ml	128.5955
scaffold2203_size58606	Dsyl_2_ml	161.824
scaffold2210_size58488	Dsyl_2_ml	299.135
scaffold2228_size58208	Dsyl_2_ml	273.496
scaffold2247_size57813	Dsyl_2_ml	142.208
scaffold2264_size57493_1_47333	Dsyl_2_ml	141.5245
scaffold2288_size56716	Dsyl_2_ml	248.4203333
scaffold2414_size54429	Dsyl_2_ml	78.8185
scaffold2492_size53024	Dsyl_2_ml	61.357
scaffold2499_size52897	Dsyl_2_ml	96.421
scaffold2532_size52463	Dsyl_2_ml	327.523
scaffold2549_size52142	Dsyl_2_ml	141.525
scaffold2647_size50471	Dsyl_2_ml	77.039
scaffold2688_size49851	Dsyl_2_ml	79.902
scaffold2743_size49018	Dsyl_2_ml	120.457
scaffold2782_size48401	Dsyl_2_ml	290.41
scaffold2826_size47874	Dsyl_2_ml	288.7855
scaffold2844_size47527	Dsyl_2_ml	79.952
scaffold310_size155456	Dsyl_2_ml	347.96
scaffold314_size154911	Dsyl_2_ml	353.344
scaffold3168_size43378	Dsyl_2_ml	147.231
scaffold3179_size43237	Dsyl_2_ml	245.842
scaffold3260_size42088	Dsyl_2_ml	141.525
scaffold3328_size41241_23794_41241	Dsyl_2_ml	92.843
scaffold3437_size39823	Dsyl_2_ml	109.411
scaffold348_size149979	Dsyl_2_ml	87.726
scaffold3570_size38284	Dsyl_2_ml	182.689
scaffold379_size143888	Dsyl_2_ml	164.494
scaffold417_size138644	Dsyl_2_ml	217.244
scaffold4255_size31275	Dsyl_2_ml	322.416
scaffold4337_size30552	Dsyl_2_ml	139.081
scaffold460_size133785	Dsyl_2_ml	57.491
scaffold4743_size27378	Dsyl_2_ml	221.165
scaffold475_size131945	Dsyl_2_ml	239.829
scaffold477_size131855_1_77948	Dsyl_2_ml	148.833
scaffold4773_size27125	Dsyl_2_ml	138.049
scaffold4878_size26450	Dsyl_2_ml	268.413
scaffold491_size130588	Dsyl_2_ml	100.009
scaffold534_size128007	Dsyl_2_ml	112.7068333
scaffold5348_size23342	Dsyl_2_ml	81.504
scaffold535_size126182	Dsyl_2_ml	324.812
scaffold5426_size22789	Dsyl_2_ml	144.304
scaffold5569_size21900	Dsyl_2_ml	112.171
scaffold626_size118027	Dsyl_2_ml	259.2075
scaffold63_size266567	Dsyl_2_ml	329.8945
scaffold695_size112952_18143_112952	Dsyl_2_ml	274.79
scaffold743_size109373	Dsyl_2_ml	297.161
scaffold762_size108271_1_82185	Dsyl_2_ml	183.492
scaffold7762_size11888	Dsyl_2_ml	132.45
scaffold8136_size10642	Dsyl_2_ml	87.773
scaffold850_size102392	Dsyl_2_ml	287.4445
scaffold8639_size9249	Dsyl_2_ml	142.409
scaffold887_size100336	Dsyl_2_ml	353.402
scaffold891_size100277	Dsyl_2_ml	192.796
scaffold9139_size7973	Dsyl_2_ml	72.038
scaffold960_size96123	Dsyl_2_ml	138.504
scaffold984_size95003_1_35330	Dsyl_2_ml	138.504
scaffold1033_size92871_18036_92871	Dsyl_3_ml	744.806
scaffold104_size227861	Dsyl_3_ml	389.0336
scaffold108_size226770	Dsyl_3_ml	385.902
scaffold1118_size89434	Dsyl_3_ml	481.199
scaffold1120_size89377	Dsyl_3_ml	495.58
scaffold113_size225139	Dsyl_3_ml	532.704
scaffold11568_size3801	Dsyl_3_ml	421.915
scaffold1165_size86975	Dsyl_3_ml	755.9065
scaffold1169_size86848	Dsyl_3_ml	420.692
scaffold1182_size86561	Dsyl_3_ml	212.8595
scaffold1210_size85243	Dsyl_3_ml	639.046
scaffold125_size216926_51369_123336	Dsyl_3_ml	647.0765
scaffold1278_size82440	Dsyl_3_ml	809.836
scaffold1359_size79902_14514_79902	Dsyl_3_ml	258.957
scaffold1401_size78297	Dsyl_3_ml	678.907
scaffold1406_size78174_1_72135	Dsyl_3_ml	508.5765
scaffold1409_size78052	Dsyl_3_ml	539.42
scaffold1439_size77303	Dsyl_3_ml	719.762
scaffold1521_size74984	Dsyl_3_ml	340.591
scaffold153_size201746	Dsyl_3_ml	532.71575
scaffold1530_size74685	Dsyl_3_ml	597.554
scaffold157_size200996	Dsyl_3_ml	553.854
scaffold160_size199286	Dsyl_3_ml	425.8775
scaffold1623_size72254	Dsyl_3_ml	397.5305
scaffold163_size198978	Dsyl_3_ml	451.224
scaffold1631_size72041	Dsyl_3_ml	102.1035
scaffold1659_size71315	Dsyl_3_ml	234.2663333
scaffold166_size197926	Dsyl_3_ml	391.53825
scaffold168_size196903	Dsyl_3_ml	533.5215
scaffold1766_size68825	Dsyl_3_ml	389.863
scaffold1773_size68634	Dsyl_3_ml	86.829
scaffold181_size189475	Dsyl_3_ml	231.781
scaffold1838_size66771_1_52252	Dsyl_3_ml	721.955
scaffold1841_size66752	Dsyl_3_ml	619.656
scaffold1889_size65721	Dsyl_3_ml	231.522
scaffold1901_size65433	Dsyl_3_ml	502.859
scaffold1929_size64842	Dsyl_3_ml	257.549
scaffold1954_size64381	Dsyl_3_ml	771.327
scaffold199_size184615_101721_184615	Dsyl_3_ml	295.166
scaffold2027_size62750	Dsyl_3_ml	377.458
scaffold2031_size62623	Dsyl_3_ml	380.4215
scaffold2035_size62512	Dsyl_3_ml	345.584
scaffold2073_size61701	Dsyl_3_ml	747.793
scaffold210_size181762_63844_181762	Dsyl_3_ml	407.642
scaffold215_size179890	Dsyl_3_ml	376.739
scaffold22_size343841	Dsyl_3_ml	383.6803333
scaffold2232_size58120	Dsyl_3_ml	523.71
scaffold227_size175474	Dsyl_3_ml	399.985
scaffold2313_size77643	Dsyl_3_ml	186.526
scaffold2380_size55014	Dsyl_3_ml	707.852
scaffold239_size171755	Dsyl_3_ml	407.395
scaffold2409_size54482	Dsyl_3_ml	432.905
scaffold2424_size54270	Dsyl_3_ml	602.255
scaffold2585_size51471	Dsyl_3_ml	437.6264
scaffold2610_size50967	Dsyl_3_ml	631.1125
scaffold2662_size50288	Dsyl_3_ml	498.271
scaffold2690_size49807_1_30973	Dsyl_3_ml	521.547
scaffold2696_size49748	Dsyl_3_ml	95.614
scaffold278_size161220_111843_161220	Dsyl_3_ml	453.599
scaffold2795_size48264	Dsyl_3_ml	234.9566667
scaffold2820_size47978	Dsyl_3_ml	68.326
scaffold2863_size47282	Dsyl_3_ml	303.73
scaffold2877_size47116	Dsyl_3_ml	491.923
scaffold2929_size46273	Dsyl_3_ml	509.1375
scaffold2960_size45951	Dsyl_3_ml	502.296
scaffold3018_size45335	Dsyl_3_ml	505.79
scaffold3036_size45138	Dsyl_3_ml	397.435
scaffold304_size156066	Dsyl_3_ml	306.592
scaffold316_size154796_87578_154796	Dsyl_3_ml	286.06
scaffold3268_size41991	Dsyl_3_ml	204.801
scaffold3322_size41357	Dsyl_3_ml	417.599
scaffold3531_size38741	Dsyl_3_ml	471.8956667
scaffold3610_size37682	Dsyl_3_ml	235.362
scaffold38_size315274	Dsyl_3_ml	430.238
scaffold3846_size35070	Dsyl_3_ml	501.336
scaffold39_size315207	Dsyl_3_ml	21.881
scaffold3946_size34047	Dsyl_3_ml	503.849
scaffold4145_size32134	Dsyl_3_ml	177.8675
scaffold44_size304111	Dsyl_3_ml	438.8891429
scaffold440_size136064	Dsyl_3_ml	630.453
scaffold4584_size28504	Dsyl_3_ml	408.655
scaffold482_size131319	Dsyl_3_ml	457.3735
scaffold493_size130456	Dsyl_3_ml	226.2625
scaffold4978_size25661	Dsyl_3_ml	180.965
scaffold5052_size25145	Dsyl_3_ml	536.146
scaffold507_size128795	Dsyl_3_ml	243.3295
scaffold5218_size24149	Dsyl_3_ml	492.175
scaffold5228_size24078	Dsyl_3_ml	479.8075
scaffold529_size127056	Dsyl_3_ml	42.7885
scaffold5305_size23571	Dsyl_3_ml	491.923
scaffold551_size124379_1_91820	Dsyl_3_ml	60.363
scaffold553_size123952	Dsyl_3_ml	558.496
scaffold5533_size22120	Dsyl_3_ml	503.839
scaffold562_size123252	Dsyl_3_ml	477.609
scaffold5888_size20130	Dsyl_3_ml	561.1065
scaffold634_size117593	Dsyl_3_ml	265.114
scaffold640_size116936	Dsyl_3_ml	431.4765
scaffold653_size116351	Dsyl_3_ml	235.9026667
scaffold654_size116296	Dsyl_3_ml	358.506
scaffold748_size109073	Dsyl_3_ml	491.923
scaffold774_size107597	Dsyl_3_ml	221.711
scaffold796_size106373	Dsyl_3_ml	531.987
scaffold821_size104886	Dsyl_3_ml	526.914
scaffold833_size104193	Dsyl_3_ml	752.88
scaffold853_size102364	Dsyl_3_ml	528.332
scaffold874_size100882_1_25688	Dsyl_3_ml	538.6945
scaffold878_size100795	Dsyl_3_ml	498.2965
scaffold8887_size8587	Dsyl_3_ml	512.436
scaffold917_size98893_6972_98893	Dsyl_3_ml	426.242
scaffold9248_size7672	Dsyl_3_ml	533.521
scaffold970_size95617	Dsyl_3_ml	628.3125
scaffold982_size95010	Dsyl_3_ml	741.3365
scaffold1024_size93186	Dsyl_4_ml	442.2938
scaffold1081_size90853	Dsyl_4_ml	64.608
scaffold111_size225310	Dsyl_4_ml	420.619
scaffold1151_size87501	Dsyl_4_ml	360.381
scaffold12062_size2914	Dsyl_4_ml	46.876
scaffold1282_size82380	Dsyl_4_ml	95.654
scaffold1291_size82009	Dsyl_4_ml	319.098
scaffold1314_size81359	Dsyl_4_ml	82.3845
scaffold135_size210540	Dsyl_4_ml	249.463
scaffold1392_size78619	Dsyl_4_ml	429.189
scaffold140_size208482_1_58151	Dsyl_4_ml	326.579
scaffold1415_size77983_32617_77983	Dsyl_4_ml	226.13
scaffold1429_size77583	Dsyl_4_ml	68.85633333
scaffold1485_size76128	Dsyl_4_ml	382.658
scaffold1501_size75793	Dsyl_4_ml	424.529
scaffold16310_size1432	Dsyl_4_ml	332.031
scaffold164_size198908	Dsyl_4_ml	95.53685714
scaffold1693_size70541	Dsyl_4_ml	147.803
scaffold1763_size68846	Dsyl_4_ml	436.249
scaffold183_size188505_137939_188505	Dsyl_4_ml	163.237
scaffold186_size188205	Dsyl_4_ml	71.58333333
scaffold1924_size64892	Dsyl_4_ml	429.2073333
scaffold1962_size64148	Dsyl_4_ml	262.367
scaffold1983_size63613	Dsyl_4_ml	329.427
scaffold2045_size62248	Dsyl_4_ml	195.724
scaffold2077_size61600	Dsyl_4_ml	307.2538
scaffold2131_size60329	Dsyl_4_ml	427.535
scaffold2166_size59512	Dsyl_4_ml	127.052
scaffold2277_size56988	Dsyl_4_ml	195.9125
scaffold2319_size56152	Dsyl_4_ml	433.1355
scaffold2321_size56125	Dsyl_4_ml	351.999
scaffold2433_size54098	Dsyl_4_ml	115.433
scaffold2438_size53980	Dsyl_4_ml	373.204
scaffold252_size166626	Dsyl_4_ml	282.1903333
scaffold2621_size50792	Dsyl_4_ml	393.535
scaffold2668_size50217	Dsyl_4_ml	379.0115
scaffold271_size162977	Dsyl_4_ml	134.0215
scaffold2727_size49337	Dsyl_4_ml	346.676
scaffold2769_size48622	Dsyl_4_ml	301.983
scaffold2848_size47445	Dsyl_4_ml	53.759
scaffold288_size159169_125606_159169	Dsyl_4_ml	450.303
scaffold292_size158310	Dsyl_4_ml	355.624
scaffold295_size157718_87362_157718	Dsyl_4_ml	424.529
scaffold2990_size45625	Dsyl_4_ml	80.196
scaffold3188_size43126	Dsyl_4_ml	75.708
scaffold3249_size42289	Dsyl_4_ml	136.435
scaffold3297_size41657	Dsyl_4_ml	231.6825
scaffold3335_size41183	Dsyl_4_ml	439.822
scaffold3519_size38822	Dsyl_4_ml	433.85
scaffold362_size148244	Dsyl_4_ml	225.1775
scaffold3652_size37074	Dsyl_4_ml	437.698
scaffold3659_size37004	Dsyl_4_ml	433.85
scaffold37_size315471	Dsyl_4_ml	386.9648
scaffold376_size144403_19374_144403	Dsyl_4_ml	257.735
scaffold3850_size35048	Dsyl_4_ml	116.87
scaffold3973_size33749	Dsyl_4_ml	175.46
scaffold422_size138229	Dsyl_4_ml	407.977
scaffold454_size134408	Dsyl_4_ml	72.6105
scaffold4979_size25639	Dsyl_4_ml	437.698
scaffold503_size129310	Dsyl_4_ml	75.7984
scaffold5031_size25325	Dsyl_4_ml	349.46
scaffold525_size127214	Dsyl_4_ml	171.957
scaffold5465_size22536	Dsyl_4_ml	413.164
scaffold575_size122193	Dsyl_4_ml	209.886
scaffold6104_size18909	Dsyl_4_ml	439.113
scaffold618_size118508	Dsyl_4_ml	163.869
scaffold62_size271019	Dsyl_4_ml	467.374
scaffold638_size117287	Dsyl_4_ml	433.885
scaffold66_size263319	Dsyl_4_ml	203.779
scaffold69_size259022	Dsyl_4_ml	113.663
scaffold7338_size13444	Dsyl_4_ml	439.148
scaffold7535_size12790	Dsyl_4_ml	436.249
scaffold777_size107325	Dsyl_4_ml	343.944
scaffold78_size252697_16979_252697	Dsyl_4_ml	93.553
scaffold789_size106641	Dsyl_4_ml	419.0715
scaffold790_size106621	Dsyl_4_ml	340.965
scaffold8094_size10780	Dsyl_4_ml	510.809
scaffold811_size105516_1_88880	Dsyl_4_ml	140
scaffold8355_size9973	Dsyl_4_ml	327.618
scaffold8730_size8986	Dsyl_4_ml	349.643
scaffold902_size99486	Dsyl_4_ml	336.966
scaffold914_size98924	Dsyl_4_ml	339.669
scaffold925_size98247	Dsyl_4_ml	187.7663333
scaffold931_size97971_1_63274	Dsyl_4_ml	330.328
scaffold96_size234934_8017_234934	Dsyl_4_ml	164.1765
scaffold988_size94765	Dsyl_4_ml	437.698
scaffold989_size94735_14396_94735	Dsyl_4_ml	407.697
scaffold996_size94449_49618_94449	Dsyl_4_ml	293.67
scaffold10108_size5983	Dsyl_5_ml	126.79
scaffold1038_size92845	Dsyl_5_ml	241.763
scaffold1057_size92168	Dsyl_5_ml	209.843
scaffold1091_size90515	Dsyl_5_ml	310.56
scaffold1126_size89204	Dsyl_5_ml	266.143
scaffold1129_size89055	Dsyl_5_ml	344.947
scaffold11412_size4044	Dsyl_5_ml	169.594
scaffold1163_size87055	Dsyl_5_ml	275.69475
scaffold118_size222055	Dsyl_5_ml	347.3245
scaffold1199_size85741	Dsyl_5_ml	187.192
scaffold1215_size84705	Dsyl_5_ml	127.456
scaffold1220_size84626	Dsyl_5_ml	258.707
scaffold1248_size83534	Dsyl_5_ml	130.6463333
scaffold1324_size80972	Dsyl_5_ml	281.213
scaffold1328_size80864	Dsyl_5_ml	341.316
scaffold1347_size80350	Dsyl_5_ml	42.596
scaffold1453_size76890	Dsyl_5_ml	321.184
scaffold1537_size74421	Dsyl_5_ml	402.945375
scaffold1561_size73801_1_36747	Dsyl_5_ml	169.331
scaffold15823_size1497	Dsyl_5_ml	272.15
scaffold167_size197321	Dsyl_5_ml	214.028
scaffold1738_size69446	Dsyl_5_ml	265.358
scaffold1775_size68526	Dsyl_5_ml	383.20025
scaffold1847_size66616	Dsyl_5_ml	367.284
scaffold188_size187679	Dsyl_5_ml	317.682
scaffold1892_size65665	Dsyl_5_ml	190.444
scaffold19_size358241_1_59988	Dsyl_5_ml	376.082
scaffold194_size186409	Dsyl_5_ml	248.5785
scaffold2017_size63021	Dsyl_5_ml	398.082
scaffold2058_size61978	Dsyl_5_ml	282.207
scaffold21_size350315_1_67986	Dsyl_5_ml	229.208
scaffold2170_size59294	Dsyl_5_ml	264.848
scaffold2207_size58541	Dsyl_5_ml	195.971
scaffold2329_size55887	Dsyl_5_ml	171.557
scaffold243_size168924	Dsyl_5_ml	302.03025
scaffold2507_size52830_1_50415	Dsyl_5_ml	292.786
scaffold2635_size50615	Dsyl_5_ml	34.395
scaffold2792_size48289	Dsyl_5_ml	164.229
scaffold2843_size47569	Dsyl_5_ml	138.8675
scaffold288_size159169_115102_125355	Dsyl_5_ml	157.646
scaffold2890_size46912	Dsyl_5_ml	195.971
scaffold3014_size45402	Dsyl_5_ml	200.0425
scaffold3020_size45297	Dsyl_5_ml	253.483
scaffold3045_size45073	Dsyl_5_ml	158.0835
scaffold3102_size44324	Dsyl_5_ml	216.72
scaffold3138_size43794	Dsyl_5_ml	138.424
scaffold329_size153156	Dsyl_5_ml	391.893
scaffold3311_size41526	Dsyl_5_ml	126.734
scaffold3435_size39866	Dsyl_5_ml	199.0453333
scaffold357_size148801	Dsyl_5_ml	356.513
scaffold363_size148221	Dsyl_5_ml	391.573
scaffold3672_size36834	Dsyl_5_ml	155.209
scaffold3717_size36200	Dsyl_5_ml	163.769
scaffold3776_size35700	Dsyl_5_ml	179.734
scaffold380_size143699_1_64114	Dsyl_5_ml	319.0595
scaffold3987_size33565	Dsyl_5_ml	138.424
scaffold4140_size32188	Dsyl_5_ml	34.395
scaffold423_size138059	Dsyl_5_ml	317.497
scaffold4259_size31246	Dsyl_5_ml	37.599
scaffold4319_size30648	Dsyl_5_ml	282.084
scaffold4437_size29714	Dsyl_5_ml	147.431
scaffold4727_size27474	Dsyl_5_ml	207.164
scaffold477_size131855_77950_131855	Dsyl_5_ml	182.318
scaffold4857_size26599	Dsyl_5_ml	146.086
scaffold508_size128697	Dsyl_5_ml	278.089
scaffold5268_size23840	Dsyl_5_ml	129.965
scaffold53_size285128	Dsyl_5_ml	276.175
scaffold536_size126171	Dsyl_5_ml	257.747
scaffold5419_size22854	Dsyl_5_ml	127.4443333
scaffold5421_size22836	Dsyl_5_ml	288.178
scaffold5436_size22731	Dsyl_5_ml	224.288
scaffold595_size120503	Dsyl_5_ml	287.192
scaffold61_size271269	Dsyl_5_ml	33.6595
scaffold610_size119374_73244_119374	Dsyl_5_ml	112.3366667
scaffold6102_size18919	Dsyl_5_ml	126.79
scaffold6114_size18846	Dsyl_5_ml	39.979
scaffold6364_size17596	Dsyl_5_ml	121.028
scaffold655_size116236	Dsyl_5_ml	83.4565
scaffold667_size115341_1_75127	Dsyl_5_ml	184.56
scaffold668_size115247	Dsyl_5_ml	151.283
scaffold692_size113264	Dsyl_5_ml	354.681
scaffold6939_size15121	Dsyl_5_ml	14.041
scaffold726_size110548	Dsyl_5_ml	147.431
scaffold7289_size13645	Dsyl_5_ml	192.743
scaffold7377_size13317	Dsyl_5_ml	140.568
scaffold738_size109601	Dsyl_5_ml	278.089
scaffold7459_size12991	Dsyl_5_ml	104.629
scaffold783_size106874	Dsyl_5_ml	261.367
scaffold7956_size11234	Dsyl_5_ml	322.042
scaffold80_size249958_1_152217	Dsyl_5_ml	342.052
scaffold81_size247816	Dsyl_5_ml	321.886
scaffold843_size103093	Dsyl_5_ml	350.427
scaffold844_size102798	Dsyl_5_ml	400.522
scaffold8520_size9583	Dsyl_5_ml	199.788
scaffold86_size243153_23218_243153	Dsyl_5_ml	242.06
scaffold880_size100646	Dsyl_5_ml	374.609
scaffold89_size240625	Dsyl_5_ml	327.532
scaffold906_size99393	Dsyl_5_ml	236.118
scaffold907_size99287	Dsyl_5_ml	296.588
scaffold9465_size7267	Dsyl_5_ml	0
scaffold9548_size7070	Dsyl_5_ml	181.597
scaffold103_size227989	Dsyl_6_ml	140.105
scaffold1088_size90682	Dsyl_6_ml	558.078
scaffold10883_size4759	Dsyl_6_ml	377.697
scaffold1127_size89188	Dsyl_6_ml	301.152
scaffold1181_size86585	Dsyl_6_ml	302.9655
scaffold130_size213079_1_183262	Dsyl_6_ml	87.325
scaffold1348_size80344	Dsyl_6_ml	24.83633333
scaffold1396_size78429	Dsyl_6_ml	383.6076667
scaffold1424_size77693	Dsyl_6_ml	235.33
scaffold1451_size76910	Dsyl_6_ml	491.6885
scaffold1480_size76281	Dsyl_6_ml	128.3315
scaffold1511_size75364	Dsyl_6_ml	233.751
scaffold1544_size74257	Dsyl_6_ml	427.085
scaffold1671_size71033	Dsyl_6_ml	581.7055
scaffold174_size192087	Dsyl_6_ml	258.0595
scaffold17502_size1304	Dsyl_6_ml	49.796
scaffold176_size191535	Dsyl_6_ml	126.569
scaffold18_size361929_236674_361929	Dsyl_6_ml	78.45
scaffold180_size190026	Dsyl_6_ml	138.419
scaffold1856_size66404	Dsyl_6_ml	558.078
scaffold196_size185570_54294_174951	Dsyl_6_ml	156.649
scaffold198_size184815	Dsyl_6_ml	395.9755
scaffold2095_size61188_24727_61188	Dsyl_6_ml	537.232
scaffold222_size177912	Dsyl_6_ml	162.6373333
scaffold229_size174961	Dsyl_6_ml	299.579
scaffold2298_size56546	Dsyl_6_ml	263.784
scaffold24_size335665	Dsyl_6_ml	436.52825
scaffold2533_size52452	Dsyl_6_ml	318.809
scaffold261_size165160	Dsyl_6_ml	106.054
